timestamp_utc,question_index,question_label,provider,model,prompt_variation,temperature,trial_idx,raw_text,extracted_answer,is_yes,api_provider,response_time,api_status
2025-08-25T08:48:15.572814+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,0,Yes,Yes,1.0,openai,0.7353038787841797,success
2025-08-25T08:48:16.205838+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,1,Yes,Yes,1.0,openai,0.5302269458770752,success
2025-08-25T08:48:16.788653+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,2,Yes,Yes,1.0,openai,0.47986912727355957,success
2025-08-25T08:48:17.358947+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,3,Yes,Yes,1.0,openai,0.4663538932800293,success
2025-08-25T08:48:18.120469+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,4,Yes,Yes,1.0,openai,0.658613920211792,success
2025-08-25T08:48:18.688903+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,5,Yes,Yes,1.0,openai,0.4664731025695801,success
2025-08-25T08:48:19.294087+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,6,Yes,Yes,1.0,openai,0.501582145690918,success
2025-08-25T08:48:19.936095+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,7,Yes,Yes,1.0,openai,0.5387308597564697,success
2025-08-25T08:48:20.424775+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,8,Yes,Yes,1.0,openai,0.3847496509552002,success
2025-08-25T08:48:21.043961+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,9,Yes,Yes,1.0,openai,0.5153942108154297,success
2025-08-25T08:48:21.865300+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,10,Yes,Yes,1.0,openai,0.7180180549621582,success
2025-08-25T08:48:22.556231+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,11,Yes,Yes,1.0,openai,0.5883922576904297,success
2025-08-25T08:48:23.401095+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,12,Yes,Yes,1.0,openai,0.7407848834991455,success
2025-08-25T08:48:24.117533+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,13,Yes,Yes,1.0,openai,0.6120340824127197,success
2025-08-25T08:48:24.871692+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.0,14,Yes,Yes,1.0,openai,0.6502459049224854,success
2025-08-25T08:48:25.651541+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,0,Yes,Yes,1.0,openai,0.6757192611694336,success
2025-08-25T08:48:26.373812+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,1,Yes,Yes,1.0,openai,0.6183888912200928,success
2025-08-25T08:48:27.073103+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,2,Yes,Yes,1.0,openai,0.5954618453979492,success
2025-08-25T08:48:27.802525+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,3,Yes,Yes,1.0,openai,0.6259157657623291,success
2025-08-25T08:48:28.460393+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,4,Yes,Yes,1.0,openai,0.5553429126739502,success
2025-08-25T08:48:29.235731+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,5,Yes,Yes,1.0,openai,0.6716001033782959,success
2025-08-25T08:48:29.954198+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,6,Yes,Yes,1.0,openai,0.6155858039855957,success
2025-08-25T08:48:30.565800+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,7,Yes,Yes,1.0,openai,0.5083372592926025,success
2025-08-25T08:48:31.283446+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,8,Yes,Yes,1.0,openai,0.6146700382232666,success
2025-08-25T08:48:31.909996+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,9,Yes,Yes,1.0,openai,0.5231552124023438,success
2025-08-25T08:48:32.523050+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,10,Yes,Yes,1.0,openai,0.5091078281402588,success
2025-08-25T08:48:33.384635+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,11,Yes,Yes,1.0,openai,0.7575869560241699,success
2025-08-25T08:48:33.969865+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,12,Yes,Yes,1.0,openai,0.481201171875,success
2025-08-25T08:48:34.803363+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,13,Yes,Yes,1.0,openai,0.7308061122894287,success
2025-08-25T08:48:35.483590+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,0.5,14,Yes,Yes,1.0,openai,0.5763959884643555,success
2025-08-25T08:48:36.197677+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,0,Yes,Yes,1.0,openai,0.6108667850494385,success
2025-08-25T08:48:37.020440+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,1,Yes,Yes,1.0,openai,0.7195158004760742,success
2025-08-25T08:48:37.556161+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,2,Yes,Yes,1.0,openai,0.43224191665649414,success
2025-08-25T08:48:38.438963+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,3,Yes,Yes,1.0,openai,0.7805602550506592,success
2025-08-25T08:48:39.682905+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,4,Yes,Yes,1.0,openai,1.1401629447937012,success
2025-08-25T08:48:40.236787+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,5,Yes,Yes,1.0,openai,0.4500610828399658,success
2025-08-25T08:48:40.854564+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,6,Yes,Yes,1.0,openai,0.5143249034881592,success
2025-08-25T08:48:41.539418+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,7,Yes,Yes,1.0,openai,0.5808749198913574,success
2025-08-25T08:48:42.144661+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,8,Yes,Yes,1.0,openai,0.5010108947753906,success
2025-08-25T08:48:42.753199+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,9,Yes,Yes,1.0,openai,0.504802942276001,success
2025-08-25T08:48:43.796850+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,10,Yes.,Yes,1.0,openai,0.9401540756225586,success
2025-08-25T08:48:44.803724+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,11,Yes,Yes,1.0,openai,0.902764081954956,success
2025-08-25T08:48:45.682128+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,12,Yes,Yes,1.0,openai,0.7750439643859863,success
2025-08-25T08:48:46.290448+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,13,Yes,Yes,1.0,openai,0.5048041343688965,success
2025-08-25T08:48:47.055784+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,normal,1.0,14,Yes,Yes,1.0,openai,0.6616330146789551,success
2025-08-25T08:48:47.561958+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,0,Yes,Yes,1.0,openai,0.4015190601348877,success
2025-08-25T08:48:48.076972+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,1,Yes,Yes,1.0,openai,0.4123210906982422,success
2025-08-25T08:48:48.900316+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,2,Yes,Yes,1.0,openai,0.7195756435394287,success
2025-08-25T08:48:49.615978+00:00,16,"Does transporting a firearm in a briefcase constitute ""carrying"" a firearm?",openai,gpt-4.1-2025-04-14,law,0.0,3,Yes,Yes,1.0,openai,0.6108360290527344,success
